"PO031715_24"	"GEO012315_21"	"NA021015_30"	"YS121316_30"	"JUK07_37.1"	"JB021108_07.1"	"JB021108_48.1"	"BOR07_22"	"GEO020414_9_300"
"X10990"	NA	NA	0	-0.0323	0.4603	0	0.4699	0.6531	0.6531
"X11001"	0	-0.0159	0	0.1141	-0.05	0	-0.0204	-0.1053	0
"X11004"	-0.0943	-0.0492	NA	0	NA	-0.1154	-0.0698	0	-0.0526
"X11010"	-0.0182	-0.0492	-0.25	-0.0678	-0.0244	-0.0769	0	0.7037	0
"X11012"	-0.1373	-0.0847	0	-0.1111	0	0.5168	-0.1163	-0.0303	-0.0256
"X11014"	0.0968	-0.0847	0	0	NA	NA	-0.0435	NA	0.088
"X11017"	-0.0545	-0.0159	-0.0345	NA	NA	0	-0.0213	0	0
"X11021"	NA	NA	NA	NA	-0.0909	NA	NA	0	NA
"X11025"	NA	-0.0164	-0.0345	NA	NA	NA	0	0	-0.0811
"X11026"	NA	NA	0	NA	-0.0714	-0.0357	-0.0213	NA	NA
"X1103"	-0.0741	-0.1429	-0.0345	NA	-0.0256	1	0.3437	-0.0769	0
"X11031"	NA	NA	NA	NA	0.6486	NA	NA	NA	NA
"X11033"	-0.0498	-0.2632	-0.3525	0.16	0.3968	-0.0027	0.0359	0.1461	0.28
"X11034"	-0.0116	-0.2772	-0.1345	0.0584	0.2157	0.1045	-0.0586	-0.0769	-0.1032
"X11040"	0.0392	-0.3333	0.4915	-0.144	0.2157	-0.0501	-0.1387	0.0212	-0.0244
"X11041"	NA	NA	-0.0345	-0.0476	-0.1875	NA	NA	0	NA
"X11044"	NA	NA	NA	-0.1579	-0.027	NA	NA	0	NA
"X11056"	NA	NA	NA	0	-0.0811	0.6593	-0.0417	-0.0244	NA
"X11058"	-0.037	-0.0508	-0.0714	0	-0.0556	-0.069	0.2038	NA	0
"X11059"	NA	NA	NA	NA	-0.0435	NA	NA	NA	NA
"X11067"	-0.0545	0.2809	-0.0714	-0.0244	0.4667	0.1064	0.1935	-0.0244	0.3407
"X11069"	-0.0175	0	-0.0345	-0.05	-0.0769	0	NA	-0.0256	-0.0244
"X11072"	0	NA	-0.1111	-0.0256	0	0	-0.0233	0.7778	NA
"X11075"	-0.0189	-0.037	NA	NA	NA	-0.2143	-0.0769	NA	-0.0556
"X1108"	0.1018	-0.1852	-0.25	0.4699	0.1667	-0.1765	-0.2308	-0.1351	0.0977
"X11083"	0	NA	-0.0345	-0.0233	0	NA	0	0	NA
"X11092"	-0.0943	-0.0726	-0.1538	-0.2618	-0.1351	-0.1818	-0.0857	-0.2511	0.1845
"X111"	-0.1013	-0.3061	0.1176	0.2357	-0.2022	0.2314	0.1892	0.4134	-0.1429
"X11108"	-0.0943	-0.0254	0.0323	-0.2222	-0.1613	-0.1	0.1509	-0.1429	0.131
"X11110"	-0.234	-0.2776	0.0323	0.1141	-0.0253	-0.1115	-0.1168	-0.0256	-0.0843
"X11116"	-0.2083	0.1146	-0.2	-0.0329	0.0698	-0.08	-0.1892	-0.3265	-0.0526
"X11118"	-0.1837	-0.1034	-0.1111	-0.0476	-0.1111	0.2465	-0.1707	-0.0244	-0.0303
"X11119"	0.2616	-0.3861	-0.3525	-0.2941	0.3437	0.0068	-0.1364	0.3333	0.0357
"X11123"	0.0508	-0.1111	-0.037	0.2542	0.3968	0.3218	-0.0435	0.16	0.3818
"X11129"	-0.1179	-0.3308	0.1589	-0.3219	-0.5	-0.1163	0.0043	-0.2952	-0.4218
"X1113"	0.0158	-0.2955	-0.0345	0.12	0.0521	-0.0204	-0.0196	-0.1168	0.1282
"X11132"	-0.1154	0.2809	-0.04	-0.1111	NA	NA	0.6567	-0.0556	0.4648
"X11135"	-0.0175	0.4637	1	0.2453	NA	-0.0256	-0.0714	0.4648	-0.0526
"X11137"	NA	NA	0	-0.0233	NA	-0.0164	0	-0.0256	0
"X11138"	-0.0357	-0.0667	0.3182	NA	NA	-0.0877	-0.0204	NA	-0.0256
"X11139"	0	-0.0492	NA	NA	-0.0857	NA	-0.0213	NA	0
"X11142"	0.1253	-0.3861	-0.3525	-0.0329	0.0221	-0.1016	-0.0329	-0.0329	0.1047
"X11143"	0	0	-0.0345	NA	NA	NA	NA	NA	NA
"X11145"	NA	NA	NA	NA	-0.1176	NA	NA	NA	NA
"X11146"	0.0645	0.2127	0.3363	0.1795	0.0857	0.3846	0.3433	0.28	-0.125
"X11147"	0	0	-0.0345	0	1	NA	NA	0	NA
"X11151"	0.0645	-0.1013	0.4684	-0.1667	0.6531	-0.1538	-0.1055	-0.3571	0.1047
"X11168"	NA	NA	0	NA	-0.0968	0	NA	NA	NA
"X11169"	-0.0545	-0.1071	-0.2	0	-0.0526	-0.0714	0	0	-0.0323
"X11171"	-0.1154	-0.1034	-0.2	-0.012	-0.05	-0.1273	-0.0204	0.1617	0
"X11176"	NA	-0.0169	0	-0.1351	1	NA	NA	0.1667	NA
"X11177"	-0.1154	-0.1852	-0.1538	0.25	-0.1429	0.1948	-0.1628	-0.1429	-0.1765
"X11178"	1	-0.0333	-0.12	-0.0476	NA	NA	NA	0	-0.0256
"X1118"	-0.1154	0.1616	-0.0714	-0.0476	-0.05	-0.0508	-0.0435	-0.1667	-0.0909
"X11180"	NA	NA	0	NA	-0.0256	NA	NA	NA	NA
"X11181"	-0.0501	-0.0663	-0.4286	0.3949	-0.25	-0.0633	-0.0833	-0.0588	-0.223
"X11182"	-0.0247	-0.0541	-0.1111	-0.0769	-0.1429	0.1064	-0.1111	0.4085	-0.2143
"X11183"	-0.1823	-0.3132	-0.3043	-0.156	0.1915	0.4128	-0.3333	-0.0843	0.3968
"X11185"	-0.0708	-0.1309	-0.3084	0.3913	-0.0552	0.0155	0.2308	-0.4378	-0.2706
"X11186"	-0.0633	-0.242	-0.1321	-0.2353	-0.0303	0.2632	-0.25	-0.3333	-0.1613
"X11188"	0	-0.0323	-0.1538	0.1791	NA	0.6585	0.6066	-0.1765	NA
"X11190"	-0.0741	0.2157	-0.0345	NA	-0.027	0	0.1892	NA	-0.0256
"X11193"	-0.1429	-0.1636	-0.1538	-0.0769	-0.027	-0.0545	-0.0952	-0.1111	-0.0556
"X11196"	-0.1373	-0.1272	-0.0345	-0.0476	0	-0.1698	-0.1707	-0.0256	0.088
"X11197"	0	NA	0	0	0	-0.0476	0	-0.0556	0
"X11198"	0.2162	-0.3333	0.0297	-0.3125	0.3073	0.1088	-0.011	-0.0769	-0.6
"X11202"	-0.0943	0.1146	0.1176	0	0	-0.0508	0	-0.05	-0.0256
"X11206"	-0.234	-0.2549	0	0	0.2453	-0.2	0.2754	-0.1111	0.1593
"X11207"	NA	NA	NA	NA	0	NA	0	NA	0
"X11208"	-0.16	-0.1698	-0.0345	NA	-0.0323	-0.0909	-0.0435	NA	0.6552
"X11209"	-0.0357	-0.0323	0	NA	0	-0.0345	-0.087	NA	0
"X11211"	-0.1154	0.1107	0.2105	-0.1765	-0.0909	-0.0435	-0.3571	-0.1176	0.1509
"X11212"	0	0	NA	-0.0256	-0.027	NA	NA	-0.0526	0
"X11215"	-0.2083	-0.0797	-0.1667	-0.0256	-0.0556	0.0909	-0.4286	-0.0556	-0.3247
"X11217"	0	0	-0.0714	0.2453	-0.0714	-0.0169	NA	-0.0256	NA
"X1122"	0.3541	0.1584	-0.1538	-0.1282	0.3333	-0.1273	0.1892	0.4667	-0.0256
"X11223"	-0.0943	0.0725	0.0323	-0.0256	0.24	-0.0769	0.1892	-0.0769	-0.0909
"X11232"	-0.3488	-0.3913	-0.2	-0.1892	-0.2121	0	-0.2432	-0.2258	-0.2667
"X11236"	0	NA	NA	NA	-0.027	NA	0	NA	0
"X11240"	-0.0545	-0.1034	-0.0345	-0.2	NA	-0.0204	-0.0588	0	0
"X11243"	-0.0545	0	0.4545	-0.012	0.6552	-0.0333	-0.0435	-0.2353	-0.0286
"X1125"	0	0	-0.0345	-0.0556	-0.1176	-0.0556	0	NA	NA
"X11250"	-0.0357	-0.0492	-0.1111	-0.0233	-0.0556	0.1064	0.2647	-0.0811	-0.0811
"X11253"	0	NA	-0.037	-0.0233	0	0	0	-0.0811	NA
"X11254"	NA	0	0	0	-0.05	NA	NA	NA	NA
"X11257"	-0.0691	-0.0541	-0.3043	0.0411	0.2593	0.2117	-0.05	-0.2632	-0.3125
"X11264"	NA	NA	NA	NA	-0.0286	NA	NA	NA	NA
"X11267"	-0.4216	-0.2126	-0.0976	0.0571	0.2157	0.2241	-0.0638	0.0212	0.3455
"X11271"	-0.16	-0.1636	0.4545	0	0	0.2465	0.1892	0	-0.1176
"X11272"	0.2077	-0.28	-0.0714	-0.1892	-0.0556	0.0642	-0.0345	0.0221	-0.0769
"X11282"	0.0158	-0.0303	-0.2397	-0.3333	0.1064	-0.3313	-0.2255	0.16	-0.0312
"X11283"	0.1002	-0.1985	-0.0976	-0.0394	0.0345	-0.0991	0.1815	-0.2264	-0.4844
"X11284"	0	NA	NA	-0.05	NA	NA	NA	-0.0244	NA
"X11288"	-0.0331	-0.3132	-0.2	-0.0661	-0.0588	-0.0077	-0.3333	-0.1429	-0.6
"X11294"	0.2077	-0.1034	-0.0345	0.4699	0	-0.0877	NA	-0.0244	0
"X11295"	-0.2151	-0.2217	-0.3043	-0.2242	-0.2	-0.2667	-0.3333	0.3949	-0.2611
"X11297"	0	0	0	-0.0233	-0.0811	NA	0	0	-0.0256
"X11298"	-0.0545	-0.0847	-0.2	0.4133	-0.0526	0.0625	-0.0435	-0.0256	0
"X11304"	0	NA	0	-0.0526	0	NA	0	0	NA
"X11306"	0	-0.0159	0.6512	-0.1282	NA	NA	NA	-0.0769	NA
"X11309"	-0.0943	-0.0667	0	-0.0476	0.2245	-0.1273	0.3514	-0.0526	-0.0556
"X1131"	NA	NA	NA	NA	-0.1034	NA	NA	NA	NA
"X11315"	-0.0566	0.2419	0	0.2453	0	-0.1875	0.65	-0.125	1
"X11317"	NA	NA	NA	-0.05	NA	NA	NA	0	NA
"X11320"	-0.08	-0.0372	-0.3084	0.2941	0.4146	0.2143	0.2701	0.0155	0.3488
"X11321"	-0.0741	-0.2308	-0.25	0.0221	0.0079	-0.0455	-0.0667	0.0977	-0.0556
"X11323"	0.2314	-0.3061	-0.1538	0.2542	0.2453	-0.2	0.1011	-0.1765	0.0526
"X11325"	0.1831	-0.1382	0.0323	0.1064	0.1667	0.0148	-0.0909	-0.0734	-0.1053
"X11334"	-0.0357	-0.1228	-0.0714	-0.1	-0.0811	-0.069	-0.1364	-0.0244	-0.0811
"X11339"	0.4775	-0.0667	-0.1538	0.0571	-0.027	0	0	-0.0678	NA
"X11340"	0	-0.0213	-0.0833	-0.0909	-0.0625	0.0204	-0.1429	-0.125	0.234
"X11341"	NA	-0.0492	NA	NA	-0.0303	NA	0	0	-0.0286
"X11342"	NA	NA	NA	0	-0.0286	NA	NA	NA	NA
"X11344"	0.3612	-0.069	0	-0.0256	0	-0.098	-0.0667	-0.0811	-0.027
"X11345"	-0.1837	-0.2578	-0.0345	0.3333	-0.0811	0.4937	0.2574	0.0221	-0.2353
"X11351"	-0.0545	-0.0357	0.2	-0.0732	0	-0.0222	-0.0909	-0.0256	NA
"X11355"	NA	NA	NA	-0.0256	NA	NA	NA	-0.0556	NA
"X11357"	0.0569	-0.0667	-0.0714	-0.0256	0.0155	0.1329	0.0291	-0.1724	-0.1724
"X11360"	-0.0182	-0.0159	0	NA	NA	0.2771	0.6575	NA	-0.05
"X11361"	0	-0.0323	-0.0345	-0.0233	0	-0.0333	0	-0.0244	-0.0244
"X11368"	-0.2093	-0.087	-0.2	-0.2353	0.1593	-0.0222	-0.0244	-0.0909	-0.0345
"X11371"	NA	-0.0492	0	NA	-0.1034	-0.0189	0	NA	-0.0526
"X11375"	0.2368	-0.0877	0	-0.2353	-0.1111	0.1667	-0.0714	-0.3103	0.2245
"X11378"	-0.0175	0	NA	-0.0233	0	-0.0508	-0.0204	0	NA
"X11379"	NA	-0.0164	NA	-0.0244	0	NA	NA	-0.0526	NA
"X11380"	-0.0182	-0.2632	0.134	-0.0732	-0.0312	-0.4194	0.0283	-0.1	-0.5
"X11393"	-0.0189	-0.0814	NA	NA	NA	-0.0385	-0.0256	NA	-0.0286
"X11399"	0.6588	-0.0323	0	0	-0.0256	0.363	0	NA	-0.0244
"X114"	0.1165	-0.4121	0.0164	0.0212	0.1849	-0.0407	-0.047	0.2432	0.1392
"X11400"	NA	-0.0323	NA	0	-0.0526	0	NA	NA	0
"X11401"	-0.0821	-0.1636	0.0625	0.2432	-0.0303	0.0909	0.2182	0.1628	0.4865
"X11402"	-0.1489	-0.1698	-0.0714	0.0909	-0.0323	0.4766	-0.0556	0.0345	-0.1176
"X11407"	-0.1905	0.0847	-0.1098	-0.2414	0.131	0.1429	-0.3265	0.6975	0.2941
"X11414"	-0.0566	-0.0847	-0.1111	-0.1351	-0.2121	-0.1154	0.1329	-0.1429	-0.027
"X11431"	NA	NA	0	0	-0.0857	NA	NA	NA	NA
"X11435"	-0.0357	0	0	-0.0256	-0.0556	0	0	NA	0
"X11437"	-0.0545	-0.0667	-0.1111	-0.1055	-0.1351	-0.0164	0	-0.1351	-0.1351
"X1144"	-0.0175	-0.0492	0.4545	0.3437	-0.2242	0.2105	0.2647	0.2117	-0.1176
"X1145"	-0.0741	-0.0877	0.6512	-0.0769	-0.0857	-0.0556	-0.0667	NA	-0.0811
"X11455"	-0.2638	-0.2947	0.1589	-0.0678	-0.1856	0.1667	0.0588	-0.1484	0.069
"X11462"	-0.1837	-0.2308	-0.1111	-0.1282	-0.0411	-0.0877	-0.1905	-0.1429	-0.1765
"X11469"	-0.0545	NA	-0.0345	0	NA	0	-0.087	0	NA
"X11471"	NA	NA	NA	NA	0	NA	NA	NA	NA
"X11474"	NA	NA	NA	NA	-0.0256	NA	NA	-0.0769	NA
"X11477"	0.1329	-0.1064	-0.1321	0.1845	-0.0256	0.1064	-0.0638	0.2576	0.0455
"X11479"	NA	NA	NA	NA	-0.1351	NA	NA	NA	NA
"X11481"	-0.0357	0.6416	0.2	-0.2022	0.6557	-0.0508	-0.0417	-0.1429	0
"X11482"	NA	NA	NA	-0.0476	-0.027	NA	NA	-0.2903	NA
"X11483"	-0.0357	-0.2308	-0.2	-0.1429	NA	-0.0566	-0.1163	0	-0.1176
"X11487"	-0.0233	-0.0455	NA	0	0	0.2703	-0.1111	NA	-0.0556
"X1149"	0	NA	NA	-0.1282	-0.05	NA	0	-0.0556	NA
"X11492"	-0.1891	-0.2632	0.0164	-0.375	-0.2264	-0.0943	-0.4019	0.1047	-0.1818
"X11496"	-0.0175	-0.0909	-0.1111	0.2542	-0.012	-0.0769	-0.0455	-0.3571	0.4648
"X11505"	-0.3744	-0.2351	-0.2397	-0.0471	0.3073	-0.0233	-0.2662	-0.2798	-0.2022
"X11506"	-0.0182	-0.0667	-0.0345	-0.027	0	-0.0714	-0.0435	-0.1765	-0.1053
"X11507"	-0.0741	-0.0333	-0.0714	NA	NA	-0.0345	-0.0213	NA	-0.0526
"X11508"	-0.0357	-0.0667	-0.0345	-0.05	-0.0556	-0.0175	0	-0.0244	-0.1053
"X11510"	0.0151	0.0725	-0.05	-0.1917	0	-0.04	0.3465	0.2357	0
"X11512"	NA	NA	NA	NA	0	NA	NA	NA	-0.0909
"X11514"	-0.1915	-0.3913	-0.1111	-0.1892	-0.2903	-0.0943	-0.1089	-0.2903	-0.1176
"X11517"	0	0	NA	-0.1	NA	NA	NA	-0.0811	NA
"X11518"	0.1018	-0.1636	-0.25	-0.1667	0	-0.0769	-0.0909	0.5	-0.1111
"X1152"	-0.234	-0.2549	-0.0714	-0.2353	-0.1351	-0.1321	-0.0638	-0.1351	-0.1111
"X11524"	-0.139	-0.5238	-0.05	0.2542	0.16	-0.1071	-0.011	-0.2353	-0.0471
"X11527"	0	-0.0323	NA	-0.2222	-0.0244	0	0	-0.1351	0
"X11529"	0.1139	-0.1013	-0.3043	-0.211	0.2881	0.2772	0.0625	-0.1656	0.5814
"X11530"	-0.139	-0.2126	0.1176	0	-0.1176	0.5349	0.0964	-0.05	-0.0588
"X11532"	-0.0175	0	NA	NA	0	NA	NA	-0.0256	NA
"X11535"	-0.234	-0.0814	-0.0345	0.1231	0.5	-0.1111	-0.1034	0.069	-0.1765
"X11536"	-0.3182	-0.2126	0.2574	0.0909	0.6557	-0.3778	-0.1538	-0.1818	0.0217
"X11539"	-0.0175	NA	NA	NA	NA	-0.0345	-0.0638	-0.0286	0
"X11544"	-0.0526	-0.0543	-0.0714	-0.1282	-0.05	0.2012	0.3353	-0.1429	-0.0843
"X11550"	0	NA	0	-0.0476	NA	NA	NA	-0.1053	NA
"X11551"	0	-0.037	-0.0769	NA	NA	NA	0	NA	0
"X11554"	NA	NA	0	NA	0	0	0	-0.0526	NA
"X11558"	-0.0588	0.1512	-0.0714	-0.1176	-0.1429	0.5254	0	0	1
"X11562"	0.2045	-0.1071	-0.2	-0.2727	0.3372	-0.0638	-0.1053	0.0909	-0.0588
"X11565"	0.0569	-0.1163	0.0323	-0.2143	0.49	0.4627	0	NA	0.4545
"X11566"	0.1018	-0.1852	0	NA	NA	-0.125	-0.1429	NA	0.2453
"X11568"	-0.0196	-0.0417	NA	NA	-0.0714	-0.0222	NA	0	-0.1034
"X11572"	-0.0641	0.1805	0.3333	0.4211	0.5579	-0.1105	0.28	0.5962	0.4299
"X11576"	0	NA	NA	-0.0732	0	NA	NA	NA	NA
"X11587"	0.1018	-0.0323	-0.3043	-0.0769	0.0909	-0.0741	0.3455	-0.0526	0.2453
"X11596"	NA	NA	NA	NA	-0.0244	NA	NA	NA	NA
"X11599"	-0.1373	-0.2549	-0.25	-0.1053	1	-0.0943	-0.0204	-0.1111	0
"X116"	0.6588	-0.1228	-0.1111	-0.2	-0.2121	-0.0164	-0.0435	0.0977	0.3407
"X11601"	0.0569	-0.1852	0.0323	-0.0476	-0.0244	-0.1364	-0.0588	-0.0526	-0.0286
"X11603"	-0.0691	-0.3861	-0.2397	-0.1055	-0.1881	0.1254	-0.2188	-0.5385	-0.3646
"X11608"	0	NA	-0.0833	-0.0909	NA	NA	NA	0	NA
"X11611"	NA	NA	-0.0714	-0.0233	0	0	NA	NA	NA
"X11614"	0.102	-0.2157	-0.3043	-0.3125	1	0.0157	-0.25	0.0345	0.1509
"X11615"	NA	NA	NA	-0.0811	0.451	NA	NA	-0.1176	NA
"X11618"	0.0645	-0.2632	-0.2162	-0.4286	0.2364	-0.0077	0.0464	-0.1429	0.3757
"X11619"	NA	NA	NA	NA	0.234	0	NA	NA	NA
"X1162"	-0.0501	-0.3023	-0.05	-0.0532	-0.2121	0.1014	0.0446	-0.2353	0.0455
"X11620"	-0.0175	NA	0.4545	0.2542	-0.2	-0.0164	0	-0.2	-0.0526
"X11631"	-0.1064	-0.102	-0.0435	NA	-0.0244	-0.0357	0.1935	0	-0.0526
"X11634"	-0.0633	0.0376	-0.1345	-0.1892	0.4299	-0.0628	0.125	-0.2353	-0.215
"X11635"	0	-0.0877	NA	-0.0244	-0.1111	0	-0.1429	0.3372	-0.1667
"X11640"	-0.0357	-0.0323	0	NA	NA	-0.069	-0.0417	0	-0.0769
"X11643"	-0.0545	-0.0159	-0.1538	-0.0312	0.1593	-0.069	0	-0.123	-0.0286
"X11644"	NA	NA	NA	NA	-0.0244	NA	NA	NA	NA
"X11649"	-0.0357	-0.0492	0	NA	NA	NA	NA	0	0
"X11660"	-0.0501	-0.3326	-0.2	-0.1176	-0.125	0.058	0.2038	-0.0909	-0.2258
"X11661"	-0.3659	-0.2549	-0.0976	-0.211	0.28	0.1958	0.1616	-0.0843	0.0698
"X11669"	-0.0357	-0.0492	NA	0	NA	-0.0877	-0.0667	NA	-0.027
"X11685"	-0.2541	-0.1163	-0.2	-0.0811	-0.0556	0.0221	-0.0714	-0.0909	-0.1515
"X11686"	0	-0.0492	NA	NA	NA	-0.0357	0	NA	0
"X11687"	-0.0116	-0.5267	-0.2397	-0.2571	0.1589	-0.1111	-0.1706	-0.1617	0.1667
"X11688"	-0.2077	-0.1222	0.0625	-0.1351	0.3289	-0.2143	-0.1429	0.0769	-0.1111
"X1169"	0.6588	-0.0164	-0.0345	-0.0256	NA	0	NA	-0.027	1
"X11692"	-0.0943	-0.0492	-0.0714	0.0571	1	-0.0526	-0.087	-0.1786	-0.0588
"X11694"	0.0392	-0.2308	-0.2	-0.0732	0.0909	-0.1071	-0.2195	-0.2632	0.1474
"X11697"	1	-0.0159	-0.0345	-0.1282	-0.0244	NA	NA	-0.1515	NA
"X117"	0.1831	-0.0726	0.1176	0.2701	0.3289	0.1166	-0.2	-0.0843	0.1593
"X1170"	0.1381	0.1935	NA	NA	0.6522	0	0	NA	0
"X11704"	0	0	-0.0345	-0.0233	NA	0	0	NA	-0.0303
"X11708"	-0.2083	-0.2308	-0.3043	0.0552	-0.1875	-0.16	0.0204	0.0977	0.131
"X11714"	-0.296	-0.0794	-0.2162	0.0217	-0.1484	0.0068	-0.0794	0	0.1579
"X11718"	-0.1373	-0.1034	-0.1538	0.0455	0.6552	-0.0943	-0.0909	0.0345	-0.0588
"X11721"	NA	NA	NA	NA	-0.05	0	NA	-0.0256	NA
"X11722"	NA	NA	NA	NA	-0.05	NA	NA	NA	NA
"X11723"	-0.0545	-0.0847	-0.0714	-0.05	0	0.1018	-0.0435	-0.1351	-0.0556
"X11724"	0.1018	-0.1228	NA	-0.0286	-0.0857	-0.0175	-0.0455	-0.0857	-0.0857
"X11727"	-0.1667	-0.0098	0.2	-0.0244	0.6557	-0.1321	-0.0769	-0.0811	0.4545
"X11730"	-0.1013	-0.3333	0.2105	0.3496	-0.1	0.0392	-0.2308	-0.1881	-0.3125
"X11731"	0	NA	NA	NA	0	NA	NA	-0.0526	NA
"X11732"	0.1018	-0.0847	-0.0345	-0.0256	NA	-0.0741	-0.0667	NA	-0.1111
"X11736"	-0.0357	-0.1034	-0.0345	-0.0732	-0.0526	0.2727	-0.0698	-0.1053	0.3333
"X11739"	NA	-0.0164	0	-0.027	-0.0286	NA	0	-0.0256	NA
"X1174"	NA	0	NA	NA	NA	NA	NA	0	-0.0303
"X11743"	-0.294	-0.2549	-0.3043	0.0521	0.1818	0.1429	0.083	-0.2798	-0.223
"X11745"	-0.0633	-0.1923	0.0323	0.2267	0.4767	-0.2414	-0.1852	-0.3333	-0.1034
"X11748"	-0.1373	-0.1636	-0.3043	-0.1892	0.4648	0.3534	-0.1053	-0.1111	0.0455
"X11755"	-0.0175	NA	0	NA	0	NA	0	NA	0
"X11756"	-0.0175	-0.0492	NA	NA	NA	NA	NA	NA	NA
"X11758"	0.0079	-0.2653	-0.3983	-0.0678	0.6552	-0.1481	-0.1628	-0.4815	0.3151
"X11767"	NA	0	-0.0345	NA	-0.0256	NA	NA	NA	0
"X11769"	0	0	-0.0345	-0.1053	0.1732	NA	NA	-0.0244	NA
"X11770"	-0.0116	-0.3132	0.1589	-0.1852	-0.2414	-0.0041	0.3131	-0.0323	-0.3333
"X11776"	-0.1373	0	0	0	0.1915	0	0	-0.0811	0.25
"X11779"	0	-0.0169	0	-0.0811	0	NA	NA	-0.027	0
"X11783"	-0.0357	-0.0323	-0.0345	NA	NA	-0.0196	-0.0256	NA	0
"X11785"	-0.139	-0.3717	-0.3043	-0.0769	-0.0526	-0.1032	-0.1803	-0.027	0.1617
"X11793"	0.3278	-0.0667	-0.1538	0.3465	0.65	0.4343	-0.1055	-0.027	-0.0667
"X11795"	0.6585	NA	NA	NA	-0.0588	NA	NA	0	NA
"X11800"	-0.0407	-0.1724	-0.05	0.2701	-0.0244	-0.3717	-0.0638	-0.0678	-0.1053
"X11802"	-0.1915	-0.0526	-0.0345	-0.0476	0.2357	-0.0222	-0.0526	-0.1875	-0.027
"X11811"	NA	NA	NA	0	-0.0286	-0.0526	NA	NA	NA
"X11813"	NA	0	-0.0345	-0.0732	0.3407	NA	NA	-0.1429	NA
"X11814"	0.4757	-0.0508	0	0	NA	-0.0417	0	0	1
"X11819"	-0.0943	-0.0323	-0.1111	-0.0732	0	-0.0566	-0.0204	-0.0811	0.2969
"X1182"	-0.0943	-0.2776	-0.0976	-0.2	-0.0256	0.3919	0	-0.0244	-0.1856
"X11821"	-0.0175	-0.0492	NA	-0.0476	-0.0286	1	NA	0	0
"X11828"	0	NA	NA	NA	NA	NA	NA	NA	0.6538
"X11829"	-0.0545	-0.0667	-0.0345	-0.0233	-0.027	NA	-0.0256	0	-0.0256
"X1183"	-0.0741	-0.1636	-0.4286	-0.2	0.0217	0.2581	0.3239	-0.3333	0.24
"X11835"	0.0569	-0.3778	-0.25	-0.2	0.2075	0.1617	-0.1429	0.1474	0.1064
"X11836"	NA	NA	NA	NA	-0.0526	NA	NA	0	NA
"X11845"	-0.0732	0.0968	0.0323	-0.3548	0.1509	0.0345	-0.0323	0.0656	-0.1921
"X11855"	-0.0741	-0.1071	0	-0.1111	-0.1111	-0.12	-0.0909	-0.1613	NA
"X11856"	0	NA	NA	-0.0233	-0.0244	NA	NA	-0.027	NA
"X11861"	NA	-0.0159	0	NA	0	-0.0286	NA	0	0
"X1187"	-0.2083	-0.2075	0.0323	0.1127	0.5078	0.2075	-0.1628	-0.1053	-0.0811
"X11879"	0.0794	-0.3023	-0.5	-0.2353	-0.4483	-0.2372	-0.1957	-0.1786	-0.3077
"X1188"	-0.0331	-0.3512	-0.4754	-0.144	-0.2511	0.0889	-0.1881	-0.1617	-0.0628
"X11883"	-0.3023	-0.0372	-0.2162	-0.0244	-0.3077	0.1026	0.5932	-0.25	0.2
"X11884"	-0.1837	-0.3617	-0.2162	0.1093	0.1346	-0.2766	0.3521	-0.2798	-0.2706
"X11888"	-0.0116	-0.1733	-0.0345	-0.1172	-0.1176	-0.1957	-0.0329	-0.0233	-0.3333
"X11892"	-0.0545	-0.0492	0	NA	NA	-0.0545	-0.0204	NA	-0.0286
"X11896"	-0.0943	-0.0794	-0.0976	0.0656	-0.2264	-0.0545	0.0464	-0.1	0.4865
"X11897"	-0.0182	-0.0164	-0.0345	-0.0811	-0.0303	NA	-0.027	-0.1515	NA
"X1190"	-0.0357	-0.0323	-0.1111	0.1141	-0.0556	-0.0909	-0.087	0.0455	1
"X11904"	NA	-0.0877	-0.0714	-0.1	NA	-0.0345	-0.0204	-0.1667	0
"X11905"	-0.0545	-0.3834	0.0164	0.1742	0.1667	0.3073	0	-0.2667	-0.4378
"X11907"	0	NA	NA	NA	0	0	-0.0417	NA	-0.0244
"X11908"	NA	0	NA	NA	NA	-0.0303	-0.0323	0	0
"X11916"	-0.0175	-0.0492	NA	NA	0.4667	NA	-0.0204	NA	-0.027
"X11929"	-0.1373	-0.1852	-0.0345	NA	0	0.2581	0.0977	0	0.0221
"X11931"	0	NA	NA	0.6562	NA	NA	NA	-0.0256	NA
"X11934"	-0.0175	-0.0323	0.4545	0.088	-0.1667	-0.04	0	0.1617	0
"X11936"	-0.0175	-0.0159	0	-0.1892	0.1667	0.6545	-0.0625	-0.1765	0
"X11940"	-0.1013	-0.2955	-0.1321	-0.3548	0.3372	0.0508	-0.104	0.0406	-0.0734
"X11953"	-0.0545	-0.0667	-0.0345	NA	-0.1111	-0.069	-0.0909	0	-0.125
"X11957"	0.0852	-0.4222	-0.3043	0.2881	0.3718	-0.24	-0.0638	0.0411	0.0217
"X1196"	-0.0498	-0.2776	-0.5789	-0.0394	0.2267	-0.1273	-0.351	-0.1429	-0.1215
"X11965"	NA	0	NA	-0.0244	-0.0556	1	0	-0.0556	0
"X11969"	-0.0204	NA	NA	NA	-0.0857	0	NA	NA	NA
"X1197"	-0.0741	-0.0323	-0.0345	0	-0.0625	-0.1	-0.1613	0	-0.0256
"X11970"	-0.098	-0.1667	-0.0769	0	-0.0303	-0.2857	-0.0769	0	0.4839
