Locus,Scaffold,Start_bp,MQ,
22181,LG14,24289536,42,
22182,LG07,8100845,42,
22190,LG09,18909573,40,
22193,LG03,11572191,40,
22196,LG16,8142193,42,
22197,LG18,12117408,24,
22207,LG11,15251953,23,
22210,LG08,12844322,42,
22218,LG09,15717149,24,
22233,LG15,8064091,40,
22241,LG11,27881948,23,
22242,LG07,25463549,23,
22244,LG08,3555351,42,
22251,LG14,1850852,42,
22261,LG05,2598334,40,
22263,LG06,17719697,23,
22268,LG22,3637504,42,
22269,LG22,13090179,40,
22271,LG09,4655802,23,
22274,LG23,10299930,40,
22278,LG22,12129152,42,
22280,LG16,12195977,23,
22281,LG21,1951878,24,
22296,LG16,27117771,24,
22303,LG23,11905996,42,
22307,LG15,13788863,24,
22316,LG07,30073459,40,
22324,LG20,12444456,42,
22326,LG15,8051383,42,
22328,LG02,23079483,42,
22333,LG05,7123980,42,
22338,LG23,12507369,42,
22341,LG22,1779035,42,
22347,LG19,20446568,40,
22350,LG14,14159061,42,
22353,LG08,9125266,42,
22356,LG13,8744305,42,
22357,LG13,9438840,42,
22360,LG01,9519370,40,
22369,LG11,7489013,23,
22377,LG12,6428481,42,
22379,LG11,13538488,42,
22388,LG06,20828281,24,
22393,LG11,16266016,24,
22400,LG18,19645300,42,
22403,LG14,9042086,42,
22406,LG05,14113898,40,
22424,LG05,5364106,42,
22426,LG22,18277370,42,
22437,LG10,2423731,24,
22442,LG15,25164914,24,
22446,LG12,10922356,24,
22447,LG01,23784505,42,
22451,LG19,5063203,42,
22460,LG01,8703267,40,
22461,LG12,4736890,24,
22468,LG08,25718586,11,YT:Z:UU
22469,LG04,7822916,24,
22470,LG14,12457336,23,
22478,LG11,21133436,42,
22484,LG09,7427721,42,
22490,LG06,24168683,42,
22492,LG06,18799671,23,
22493,LG21,18263899,40,
22494,LG03,23913898,42,
22499,LG22,8481209,23,
22507,LG14,18919927,42,
22512,LG06,20772659,23,
22517,LG02,22626225,23,
22518,LG19,7131019,42,
22519,LG01,21239106,23,
22526,LG21,16886724,23,
22527,LG22,11043718,40,
22530,LG17,14661045,24,
22531,LG11,3106430,42,
22542,LG02,2178449,42,
22559,LG04,24667870,40,
22560,LG18,13861190,42,
22561,LG06,1511355,40,
22562,LG04,17487463,24,
22575,LG08,22395115,42,
22590,LG10,23265488,40,
22592,LG14,27086834,42,
22601,LG03,20880357,40,
22604,LG03,23466014,23,
22606,LG08,8961081,40,
22609,LG01,14052877,42,
22619,LG22,12306044,42,
22625,LG18,6540680,40,
22636,LG08,13021959,42,
22638,LG15,4420709,42,
22639,LG22,19802972,40,
22643,LG16,16628417,40,
22645,LG20,22803965,40,
22646,LG07,546087,40,
22649,LG11,16002097,24,
22652,LG03,20185840,42,
22655,LG01,25908266,23,
22661,LG09,20902457,42,
22673,LG14,2289774,42,
22679,LG22,3255316,42,
22684,LG06,19578433,42,
22687,LG14,10192562,40,
22693,LG13,13875060,40,
22700,LG15,8978453,40,
22707,LG03,21548397,24,
22709,LG15,8266257,42,
22713,LG06,22482622,40,
22723,LG15,12270324,40,
22730,LG07,10440990,42,
22740,LG07,24129796,24,
22746,LG16,10089219,23,
22748,LG11,7647991,42,
22754,LG19,12740464,42,
22756,LG12,8390490,40,
22762,LG13,6186502,24,
22764,LG06,14278525,40,
22769,LG07,20753284,40,
22782,LG15,19219373,42,
22785,LG16,12382985,42,
22798,LG15,9410969,42,
22810,LG01,26446274,42,
22812,LG17,4750806,42,
22815,LG20,4206449,40,
22817,LG22,8131824,42,
22819,LG09,10911384,40,
22820,LG06,7530455,42,
22821,LG02,16657900,42,
22822,LG11,11392842,24,
22824,LG15,11597683,24,
22835,LG04,30860134,24,
22842,LG07,17608211,42,
22845,LG22,4037329,40,
22853,LG23,10125643,23,
22862,LG14,27415678,23,
22863,LG22,6937053,40,
22867,LG13,15198643,24,
22883,LG05,9266375,40,
22896,LG12,4069263,42,
22900,LG05,12735828,40,
22902,LG06,15433511,40,
22905,LG23,399778,42,
22907,LG21,7458756,23,
22916,LG16,28684951,40,
22918,LG02,5535526,42,
22921,LG04,23864389,40,
22922,LG21,20491855,40,
22948,GmG20150304_scaffold_8811,21075,22,YT:Z:UU
22953,LG11,5935637,42,
22961,LG11,12101375,42,
22963,LG10,20097826,42,
22969,LG12,9713778,23,
22970,LG04,19300792,42,
22973,LG01,4439028,42,
22975,LG23,14839961,23,
22980,LG14,7610411,42,
22988,LG14,11755005,42,
22989,LG02,13321868,40,
22991,LG02,21722631,42,
22992,LG02,20941121,42,
23005,LG16,27776424,42,
23006,LG13,11119459,42,
23007,LG09,13296746,42,
23016,LG06,2155760,42,
23018,LG05,8713240,42,
23025,LG13,6936587,42,
23026,LG23,6885012,42,
23033,LG17,8891647,40,
23037,LG12,24341605,42,
23045,LG01,5544310,42,
23048,LG20,1952955,14,YT:Z:UU
23054,LG11,16016594,42,
23055,LG16,1722513,23,
23057,LG14,2490034,42,
23059,LG07,8733760,42,
23066,LG22,20505354,42,
23083,LG03,23926965,42,
23091,LG03,16651779,40,
23099,LG03,2331652,42,
23113,LG11,13148445,24,
23119,LG23,11789019,42,
23125,LG18,18731113,42,
23133,LG08,23768793,42,
23140,LG08,25535772,42,
23141,LG16,6757598,23,
23147,LG09,4819800,40,
23152,LG23,8127479,40,
23154,LG13,15858431,23,
23158,LG15,17594009,42,
23164,LG13,14988616,42,
23167,LG14,26763569,23,
23169,LG06,3775528,42,
23170,LG16,10938402,42,
23171,LG02,11466016,42,
23174,LG03,788055,40,
23183,LG11,3062191,42,
23185,LG05,19408284,42,
23188,LG21,16363960,22,YT:Z:UU
23193,LG10,18499872,42,
23194,LG14,11191356,42,
23195,LG21,9666423,42,
23205,LG19,5859783,42,
23207,LG03,27435090,24,
23228,LG14,9467759,42,
23233,LG11,5949035,24,
23244,LG06,7772048,42,
23245,LG08,5042509,23,
23249,LG02,9041906,40,
23250,LG04,33941419,42,
23254,LG03,10352136,26,YT:Z:UU
23255,LG05,22689598,42,
23258,LG14,26250745,42,
23261,LG14,17985655,40,
23263,LG06,6011823,24,
23267,LG10,10819485,42,
23268,LG08,13756344,40,
23272,LG10,1385015,42,
23273,LG12,12107097,24,
23279,LG10,18175800,42,
23284,LG18,6018166,22,YT:Z:UU
23285,LG07,8525964,24,
23286,LG13,10552594,40,
23288,LG14,5395448,42,
23294,LG09,18292672,40,
23299,LG08,18766507,42,
23301,LG10,16237918,42,
23304,LG12,18932918,40,
23309,LG21,20991299,24,
23310,LG21,6524454,42,
23316,LG21,13109523,42,
23323,LG07,18792439,42,
23329,LG18,6943525,18,YT:Z:UU
23334,LG14,4188568,23,
23343,LG12,6071912,42,
23347,LG13,5444037,42,
23348,LG01,11562755,40,
23353,LG21,6153504,42,
23360,LG18,19330155,42,
23365,LG14,23231740,42,
23378,LG07,17550361,40,
23384,LG13,15391948,42,
23387,LG05,18031706,40,
23392,LG21,7237477,40,
23406,LG15,18185692,40,
23422,LG20,5903731,42,
23425,LG13,13571484,40,
23437,LG16,26433155,24,
23449,LG23,17396672,24,
23451,LG13,8819038,42,
23453,LG01,18578193,23,
23470,LG08,3231681,42,
23477,LG13,9929672,42,
23478,LG08,25091572,40,
23481,LG10,18316047,42,
23499,LG20,6867527,23,
23510,LG16,27796061,23,
23522,LG04,29224003,42,
23524,LG19,12731293,42,
23527,LG12,4462842,42,
23533,LG21,14120908,42,
23550,LG10,19645146,23,
23552,LG10,10432917,42,
23553,LG01,12331744,40,
23560,LG07,28196863,42,
23563,LG08,25350262,42,
23565,LG13,8334330,40,
23568,LG17,3647249,42,
23578,LG18,19941655,42,
23597,LG10,11950274,42,
23609,LG03,25004155,24,
23611,LG13,13886598,24,
23617,LG12,19685329,42,
23620,LG22,8820938,42,
23625,LG06,14101344,42,
23653,LG07,29049127,42,
23654,LG04,16767618,42,
23656,LG01,14182553,40,
23657,LG04,28300844,23,
23658,LG06,7677295,42,
23666,LG01,21474475,24,
23669,LG05,9630557,40,
23676,LG14,27298761,42,
23689,LG06,10869522,42,
23692,LG01,4188118,24,
23699,LG14,18241278,42,
23706,LG20,23687881,40,
23708,LG07,26668142,40,
23715,LG17,15615162,40,
23717,LG07,21881382,24,
23731,LG15,19591100,42,
23741,LG13,15382392,42,
23744,LG16,23876952,40,
23746,LG01,23327741,24,
23748,LG01,6163897,24,
23750,LG06,3270582,42,
23769,LG18,4762198,24,
23780,LG12,27102052,24,
23784,LG18,19098051,24,
23788,LG23,18778802,42,
23792,LG08,18766645,40,
23794,LG05,19158832,42,
23801,LG11,13148582,24,
23812,LG19,1517001,42,
23814,LG11,20323618,40,
23819,LG01,26795287,24,
23826,LG12,12690623,40,
23829,LG04,2461397,42,
23840,LG02,6619013,42,
23846,LG20,22395609,23,
23850,LG21,11965460,42,
23852,LG23,246768,21,YT:Z:UU
23857,LG02,23924006,40,
23858,LG22,10906649,42,
23860,LG01,20217301,24,
23865,LG21,12031009,42,
23866,LG09,2894008,24,
23881,LG19,1663201,24,
23882,LG04,13867103,42,
23886,LG23,8661330,40,
23901,LG07,28063039,40,
23904,LG23,13028725,42,
23910,LG06,4486438,42,
23912,LG13,1540993,24,
23915,LG18,7796709,42,
23924,LG20,3826819,42,
23927,LG13,23842074,23,
23932,LG13,18266261,42,
23935,LG15,25330791,24,
23947,LG15,3611488,42,
23949,LG09,24776858,42,
23954,LG03,20927805,23,
23957,LG07,14894831,40,
23962,LG19,13151741,24,
23963,LG21,16089189,40,
23971,LG16,8142055,42,
23972,LG17,9311044,42,
23978,LG16,22223668,42,
23980,LG08,8820450,40,
23991,LG22,9982834,42,
23998,LG17,588269,40,
23999,LG14,16964736,42,
24014,LG01,1559155,23,
24015,LG19,9684735,24,
24018,LG04,33904405,42,
24029,LG22,10693011,40,
24033,LG21,20406413,40,
24037,LG05,17962009,24,
24039,LG17,9353517,42,
24049,LG15,21677961,23,
24051,LG12,7992338,40,
24054,LG18,16918929,42,
24066,LG15,25487598,40,
24071,LG01,23131332,42,
24072,LG21,9534350,24,
24074,LG20,5245141,40,
24080,LG12,3235273,11,YT:Z:UU
24086,LG16,15692345,40,
24088,LG08,6862707,40,
24089,LG22,11088894,42,
24092,LG03,22652209,42,
24094,LG02,18641248,42,
24108,LG23,7799071,40,
24109,LG18,14361614,24,
24110,LG23,23253852,23,
24116,LG16,18107362,42,
24117,LG10,22997908,40,
24127,LG09,15774554,42,
24128,LG21,13837217,23,
24136,LG13,18720624,42,
24140,LG08,15781914,42,
24158,LG18,17573131,42,
24159,LG17,4720089,42,
24166,LG04,27638162,24,
24167,LG15,18490275,42,
24179,LG08,17866162,42,
24213,LG01,11483810,24,
24219,LG09,9781775,40,
24234,LG05,13695584,24,
24246,LG04,25202877,42,
24311,LG18,6560316,23,
24320,LG22,209898,42,
24345,LG19,17914464,23,
24357,LG16,25746927,42,
24366,LG05,9579838,40,
24513,LG14,23407826,42,
24523,LG05,4258466,42,
24540,LG08,1351056,24,
24570,LG16,3885700,40,
24576,LG05,2417282,42,
24580,LG02,22010676,42,
24604,LG02,19100159,42,
24629,LG11,26043703,40,
24673,LG11,25045830,24,
24717,LG01,11998317,23,
24741,LG19,14194547,42,
24783,LG17,825061,23,
24786,LG16,28586581,40,
24927,LG06,4561313,24,
24980,LG21,6455964,40,
25026,LG01,8762523,40,
25028,LG16,9663753,42,
25041,LG19,9045122,42,
